company_id,company_name,year,cash_dividend,cash_dividend_new
3484,崧騰,2020,3.2,2.9049556255340576
3489,森寶,2020,0.3,0.3893863558769226
3490,單井,2020,0.7,0.8067660331726074
3491,昇達科,2020,2.5,1.8163630962371826
3492,長盛,2020,0.28,0.31786301732063293
3494,誠研,2020,0.0,0.1920585036277771
3498,陽程,2020,0.0,0.07604348659515381
3499,環天科,2020,0.0,0.0005684359348379076
3501,維熹,2020,2.5,2.4591410160064697
3504,揚明光,2020,0.0,0.05551699176430702
3508,位速,2020,0.0,0.03309686854481697
3511,矽瑪,2020,0.25,0.5817137956619263
3512,皇龍,2020,2.0,0.7264435887336731
3515,華擎,2020,8.0,7.990793228149414
3516,亞帝歐,2020,0.2,0.16484957933425903
3518,柏騰,2020,0.0,0.03597641736268997
3520,華盈電子,2020,0.0,-0.02835235372185707
3521,鴻翊,2020,0.0,-0.009893079288303852
3522,御頂,2020,0.0,0.011060130782425404
3523,迎輝,2020,0.0,-0.0027272484730929136
3526,凡甲,2020,9.13400405,7.887836456298828
3527,聚積,2020,2.0,1.3570480346679688
3528,安馳,2020,2.9,1.765820860862732
3529,力旺,2020,8.999,9.025863647460938
3530,晶相光,2020,2.7998184,2.73874568939209
3531,先益,2020,1.0,0.89434814453125
3532,台勝科,2020,2.15,3.7974343299865723
3533,嘉澤,2020,13.3,13.453495979309082
3535,晶彩科,2020,0.0,0.015890831127762794
3536,誠創,2020,0.0,-0.008090444840490818
3537,堡達,2020,2.5,1.5239988565444946
3540,曜越,2020,3.5,4.537703037261963
3541,西柏,2020,2.01554593,1.9315524101257324
3543,州巧,2020,1.2,1.091708779335022
3545,敦泰,2020,3.32,2.407426357269287
3546,宇峻,2020,4.6805776,4.684020042419434
3548,兆利,2020,2.5,2.668102502822876
3550,聯穎,2020,0.5,0.5926147103309631
3551,世禾,2020,2.2,2.233025074005127
3552,同致,2020,1.5,2.0170013904571533
3555,重鵬,2020,0.0,0.004501744639128447
3556,禾瑞亞,2020,3.15,3.2172274589538574
3557,嘉威,2020,6.0,4.578685283660889
3558,神準,2020,4.0,4.091949462890625
3563,牧德,2020,12.0,11.99364948272705
3564,其陽,2020,0.6,0.6263113021850586
3567,逸昌,2020,2.0,1.8813365697860718
3570,大塚,2020,5.2,4.389560699462891
3576,聯合再生,2020,0.0,-0.026383131742477417
3577,泓格,2020,0.7,0.7213720679283142
3580,友威科,2020,1.3,1.2160786390304565
3581,博磊,2020,0.9,0.9598791003227234
3583,辛耘,2020,1.85,2.855067253112793
3587,閎康,2020,4.5,4.374896049499512
3588,通嘉,2020,0.603,1.0040167570114136
3591,艾笛森,2020,0.31947024,0.19800615310668945
3593,力銘,2020,0.0,-0.014312058687210083
3594,磐儀,2020,0.1,0.09173046052455902
3596,智易,2020,6.49850647,6.502551555633545
3597,映興,2020,1.2,0.9997231364250183
3605,宏致,2020,0.7,1.4748231172561646
3607,谷崧,2020,0.0,-0.033261608332395554
3609,東林,2020,1.5,0.08698444813489914
